id,price,currency,qty
"Артикул","Розничная
цена, руб.","RUB","Наличие UWC"
"000021242","10083","RUB","0"
"000021256","23591","RUB","0"
"000021243","11570","RUB","0"
"000021257","26952","RUB","0"
"000021244","14478","RUB","0"
"000021258","33738","RUB","0"
"000021245","17322","RUB","0"
"000021259","40460","RUB","0"
"000001316","19015","RUB","0"
"000001322","21841","RUB","1"
"000001323","60424","RUB","1"
"000001324","64745","RUB","1"
"000001325","45301","RUB","0"
"000001487","96295","RUB","0"
"000001315","9907","RUB","0"
"000001318","12669","RUB","0"
"000001319","32536","RUB","0"
"000001320","36785","RUB","0"
"000001321","27660","RUB","0"
"000001400","35676","RUB","0"
"000003285","28389","RUB","0"
"000003282","11050","RUB","0"
"000005224","31504","RUB","0"
"000005225","36591","RUB","5"
"000005228","56079","RUB","0"
"000005229","68208","RUB","0"
"000005223","16874","RUB","0"
"000005226","17966","RUB","5"
"000005227","23718","RUB","0"
"000005230","23421","RUB","0"
"000015181","4622","RUB","0"
"000015177","3814","RUB","0"
"000015176","8661","RUB","0"
"000015180","4118","RUB","0"
"000015178","2300","RUB","0"
"000001173","43067","RUB","0"
"000001179","28202","RUB","0"
"000001175","71186","RUB","0"
"000001177","89012","RUB","2"
"000001174","28712","RUB","0"
"000001180","20373","RUB","0"
"000001367","47457","RUB","0"
"000001368","59342","RUB","0"
"000008436","15555","RUB","0"
"000008437","23227","RUB","0"
"000008438","19558","RUB","0"
"000008439","32370","RUB","0"
"000008440","27777","RUB","0"
"000008441","43870","RUB","1"
"000008442","33202","RUB","0"
"000008443","51591","RUB","0"
"000008432","20773","RUB","0"
"000008433","31155","RUB","0"
"000008434","23403","RUB","0"
"000008435","35098","RUB","0"
"000008424","29925","RUB","0"
"000008988","29925","RUB","0"
"000008425","44855","RUB","0"
"000008989","44855","RUB","0"
"000008426","31799","RUB","0"
"000009094","31799","RUB","0"
"000008427","47763","RUB","0"
"000009095","47763","RUB","0"
"000008428","33839","RUB","0"
"000008429","50954","RUB","1"
"000008430","36323","RUB","0"
"000008431","55043","RUB","0"
"000008420","39075","RUB","0"
"000008421","58864","RUB","0"
"000008422","41805","RUB","0"
"000008423","62707","RUB","0"
"000013400","13041","RUB","2"
"000013401","19562","RUB","0"
"000013402","14830","RUB","0"
"000013403","22243","RUB","0"
"000014179","12279","RUB","0"
"000014180","18418","RUB","0"
"000014181","13304","RUB","0"
"000014185","19956","RUB","0"
"000017527","13304","RUB","0"
"000017528","19956","RUB","0"
"000014182","15013","RUB","0"
"000014186","22519","RUB","0"
"000017914","15013","RUB","0"
"000017915","22519","RUB","0"
"000014183","23216","RUB","0"
"000014187","34825","RUB","0"
"000017529","23216","RUB","0"
"000017530","34825","RUB","0"
"000014184","28475","RUB","0"
"000014188","42712","RUB","0"
"000021085","23914","RUB","0"
"000021086","35936","RUB","0"
"000021087","25336","RUB","0"
"000021088","38068","RUB","0"
"000018386","36194","RUB","0"
"000014190","39426","RUB","1"
"000014191","38295","RUB","0"
"000014192","27108","RUB","0"
"000017095","42011","RUB","1"
"000014193","40661","RUB","0"
"000017096","40661","RUB","0"
"000018438","49120","RUB","1"
"000019032","52998","RUB","0"
"000017713","31024","RUB","0"
"000014196","32316","RUB","0"
"000014198","42436","RUB","0"
"000014197","34255","RUB","1"
"000014199","45551","RUB","0"
"000017909","42011","RUB","0"
"000018446","46535","RUB","0"
"000021077","13961","RUB","0"
"000021078","21006","RUB","0"
"000021079","15641","RUB","0"
"000021080","23526","RUB","0"
"000021081","22751","RUB","0"
"000021082","34126","RUB","0"
"000021083","27598","RUB","0"
"000021084","41429","RUB","0"
"000015112","23914","RUB","В наличии"
"000015123","14067","RUB","0"
"000014650","26499","RUB","8"
"000014651","16039","RUB","0"
"000017412","12539","RUB","0"
"000017413","18808","RUB","0"
"000021072","12539","RUB","0"
"000021073","18808","RUB","0"
"000017414","13444","RUB","0"
"000017415","20230","RUB","0"
"000021074","13444","RUB","0"
"000021232","13444","RUB","0"
"000021075","20230","RUB","0"
"000017416","15060","RUB","0"
"000017417","22621","RUB","0"
"000017418","21846","RUB","0"
"000017419","32833","RUB","0"
"000017420","26499","RUB","0"
"000017421","39813","RUB","0"
"000007005","20359","RUB","10"
"000007006","10923","RUB","7"
"000007007","21200","RUB","6"
"000007008","11440","RUB","В наличии"
"000007009","23914","RUB","0"
"000007010","12862","RUB","2"
"000007011","31864","RUB","0"
"000007012","17192","RUB","2"
"000005240","21555","RUB","0"
"000005241","11508","RUB","0"
"000005242","25552","RUB","0"
"000005243","11784","RUB","0"
"000005231","38456","RUB","0"
"000005232","12977","RUB","0"
"000005233","46406","RUB","0"
"000005234","15275","RUB","0"
"000005235","21717","RUB","0"
"000005236","11699","RUB","0"
"000005244","23591","RUB","0"
"000005245","12733","RUB","0"
"000005237","32187","RUB","1"
"000005238","17322","RUB","0"
"000005246","20747","RUB","1"
"000005239","24948","RUB","0"
"000002236","38285","RUB","0"
"000002257","22188","RUB","0"
"000002229","40380","RUB","0"
"000002258","22065","RUB","2"
"000002230","72304","RUB","0"
"000002259","30987","RUB","0"
"000002270","80125","RUB","2"
"000002260","34340","RUB","0"
"000002231","118644","RUB","0"
"000002261","50847","RUB","0"
"000001796","20837","RUB","0"
"000002227","27455","RUB","0"
"000002250","12312","RUB","0"
"000018403","20683","RUB","0"
"000018398","11182","RUB","0"
"000018404","21523","RUB","0"
"000018399","11634","RUB","0"
"000018405","23591","RUB","0"
"000018400","12668","RUB","0"
"000018406","26823","RUB","9"
"000018401","14413","RUB","9"
"000018407","34772","RUB","0"
"000018402","18679","RUB","0"
"000002233","30146","RUB","0"
"000002319","11791","RUB","0"
"000014407","21135","RUB","4"
"000014406","11376","RUB","2"
"000014409","22040","RUB","3"
"000014408","11828","RUB","2"
"000014411","24043","RUB","1"
"000015297","24043","RUB","1"
"000014410","12927","RUB","0"
"000015296","12927","RUB","0"
"000014413","27404","RUB","0"
"000015263","27404","RUB","0"
"000014412","14736","RUB","0"
"000015264","14736","RUB","0"
"000014415","35677","RUB","1"
"000014414","19196","RUB","1"
"000014388","10528","RUB","0"
"000014389","19551","RUB","0"
"000014390","11034","RUB","0"
"000014391","20491","RUB","0"
"000014392","12173","RUB","0"
"000014393","22607","RUB","0"
"000014394","13717","RUB","0"
"000014395","25473","RUB","0"
"000014396","17816","RUB","0"
"000014397","33087","RUB","0"
"000014399","23142","RUB","0"
"000014398","12461","RUB","0"
"000014401","26139","RUB","0"
"000014400","14075","RUB","0"
"000014403","39848","RUB","0"
"000014402","21457","RUB","0"
"000014405","49134","RUB","0"
"000014404","26457","RUB","0"
"000012906","16911","RUB","5"
"000012907","21479","RUB","2"
"000012908","24091","RUB","5"
"000012909","28991","RUB","0"
"000012910","32233","RUB","0"
"000012903","15428","RUB","0"
"000012904","16329","RUB","0"
"000012913","29935","RUB","0"
"000012914","44193","RUB","0"
"000012915","51508","RUB","0"
"000012916","66022","RUB","2"
"000012917","75208","RUB","0"
"000012911","23842","RUB","10"
"000012912","24265","RUB","0"
"000012921","12606","RUB","0"
"000012922","18664","RUB","0"
"000012919","10660","RUB","0"
"000012920","11194","RUB","0"
"000012925","29462","RUB","0"
"000012926","43550","RUB","0"
"000012923","24890","RUB","0"
"000012924","26135","RUB","0"
"000007220","21093","RUB","0"
"000007088","31758","RUB","0"
"000007086","13865","RUB","0"
"000007239","14398","RUB","0"
"000007221","31640","RUB","0"
"000007089","47637","RUB","0"
"000007087","32351","RUB","0"
"000007238","33596","RUB","0"
"000014808","15731","RUB","0"
"000014810","16944","RUB","0"
"000014812","18025","RUB","0"
"000014814","26695","RUB","0"
"000014816","14333","RUB","В наличии"
"000014818","13634","RUB","0"
"000014820","13980","RUB","1"
"000014822","22768","RUB","0"
"000014824","26695","RUB","0"
"000014826","36513","RUB","0"
"000014817","36703","RUB","В наличии"
"000014819","39535","RUB","0"
"000014821","42057","RUB","1"
"000014823","53125","RUB","0"
"000014825","62288","RUB","0"
"000014827","85195","RUB","0"
"000015417","10281","RUB","0"
"000015419","10458","RUB","0"
"000015421","11914","RUB","0"
"000015423","17297","RUB","0"
"000015425","19745","RUB","0"
"000015427","24357","RUB","0"
"000015418","23989","RUB","0"
"000015420","24401","RUB","0"
"000015422","27798","RUB","0"
"000015424","40359","RUB","0"
"000015426","46073","RUB","0"
"000015428","56832","RUB","0"
"000014828","10281","RUB","0"
"000014830","10458","RUB","0"
"000019055","10458","RUB","0"
"000014832","11914","RUB","0"
"000019054","10458","RUB","0"
"000014834","17297","RUB","0"
"000014836","19745","RUB","9"
"000014838","24357","RUB","4"
"000014840","28328","RUB","0"
"000014829","23989","RUB","0"
"000014831","24401","RUB","0"
"000019072","24401","RUB","0"
"000014833","27798","RUB","0"
"000019073","27798","RUB","0"
"000014835","40359","RUB","0"
"000014837","46073","RUB","9"
"000014839","56832","RUB","4"
"000014841","66097","RUB","0"
"000014737","9354","RUB","0"
"000014739","9531","RUB","0"
"000019316","9531","RUB","0"
"000014741","10458","RUB","0"
"000019318","10458","RUB","0"
